EventDateTime,EventType,ExhibitNumber,Description,WhyItMatters,Limitation,RecommendedFollowUp
2024/04/25 14:09:22,Screenshot/Image OCR,EX-186,"Screenshot 2024-04-25 at 2.09.15ΓÇ»PM.jpeg - 2:09 < Drive Conclusion and Relief Sought: The Plaintiff requests the court to order the Defendant to fulfill the rebate program's terms, compensate for additional damages, and cover any legal fees incurred by this actio",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:10:30,Screenshot/Image OCR,EX-085,Screenshot 2024-04-25 at 2.10.19ΓÇ»PM.jpeg - 300king Date 04/12/2024 04/12/2024 31.93 Debit 04/12/2024 04/12/2024 04/11/2024 04/11/2024 04/11/2024 04/11/2024 5000 Debit 04/11/2024 04/11/2024 04/11/2024 04/10/2024 04/10/2024 04/10/2024 04/09/2024 04/08/2024 9.99 Deb,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:10:30,Screenshot/Image OCR,EX-187,Screenshot 2024-04-25 at 2.10.19ΓÇ»PM.jpeg - 300king Date 04/12/2024 04/12/2024 31.93 Debit 04/12/2024 04/12/2024 04/11/2024 04/11/2024 04/11/2024 04/11/2024 5000 Debit 04/11/2024 04/11/2024 04/11/2024 04/10/2024 04/10/2024 04/10/2024 04/09/2024 04/08/2024 9.99 Deb,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:10:46,Screenshot/Image OCR,EX-086,Screenshot 2024-04-25 at 2.10.37ΓÇ»PM.jpeg - Reference G Instructed Curre Currency Exchat Instructed Amou Description Microsoft Michaels Category Online Services Hobbies Electronic Payment Exchange Depo Deposits Electronic Payment Exchange Depo Deposits Payment to ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:10:46,Screenshot/Image OCR,EX-188,Screenshot 2024-04-25 at 2.10.37ΓÇ»PM.jpeg - Reference G Instructed Curre Currency Exchat Instructed Amou Description Microsoft Michaels Category Online Services Hobbies Electronic Payment Exchange Depo Deposits Electronic Payment Exchange Depo Deposits Payment to ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:11:27,Screenshot/Image OCR,EX-080,"Screenshot 2024-04-25 at 2.08.11ΓÇ»PM.jpeg - 2:08 < Drive payments of $128.36, under the belief that it would significantly benefit his household's health. Issue Statement: The Defendant has failed to honor the referral rebate program despite the Plaintiff fulfilli",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:11:27,Screenshot/Image OCR,EX-182,"Screenshot 2024-04-25 at 2.08.11ΓÇ»PM.jpeg - 2:08 < Drive payments of $128.36, under the belief that it would significantly benefit his household's health. Issue Statement: The Defendant has failed to honor the referral rebate program despite the Plaintiff fulfilli",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:11:32,Screenshot/Image OCR,EX-082,"Screenshot 2024-04-25 at 2.08.44ΓÇ»PM.jpeg - 2:08 < Drive engages In n al an po entiä[ly discriminatory practices. Misrepresentation and Unjust Enrichment: By accepting referrals from the Plaintiff, conducting demonstrations, and securing sales, the Defendant has u",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:11:32,Screenshot/Image OCR,EX-184,"Screenshot 2024-04-25 at 2.08.44ΓÇ»PM.jpeg - 2:08 < Drive engages In n al an po entiä[ly discriminatory practices. Misrepresentation and Unjust Enrichment: By accepting referrals from the Plaintiff, conducting demonstrations, and securing sales, the Defendant has u",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:43:40,Screenshot/Image OCR,EX-053,Screenshot 2024-04-25 at 10.43.28ΓÇ»PM.jpeg - .11 10:43 Thomas Hurd Request from $DlYWiz $400.00 for DMV for Avalanche Waiting for you to accept this request Open Cash App to approve or decline this request AmOUnt $400.00,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:43:40,Screenshot/Image OCR,EX-153,Screenshot 2024-04-25 at 10.43.28ΓÇ»PM.jpeg - .11 10:43 Thomas Hurd Request from $DlYWiz $400.00 for DMV for Avalanche Waiting for you to accept this request Open Cash App to approve or decline this request AmOUnt $400.00,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:44:25,Screenshot/Image OCR,EX-054,Screenshot 2024-04-25 at 10.44.16ΓÇ»PM.jpeg - 10:44 Navy Federal C... 1:20 PM Navy Federal Security Zone: Email for HELO PAYMENT SERVICES LLC Access 1 Good News! You Ive successfully linked your Navy Federal account(s) to the requested third-party service. If you di,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:44:25,Screenshot/Image OCR,EX-154,Screenshot 2024-04-25 at 10.44.16ΓÇ»PM.jpeg - 10:44 Navy Federal C... 1:20 PM Navy Federal Security Zone: Email for HELO PAYMENT SERVICES LLC Access 1 Good News! You Ive successfully linked your Navy Federal account(s) to the requested third-party service. If you di,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:45:04,Screenshot/Image OCR,EX-055,Screenshot 2024-04-25 at 10.44.52ΓÇ»PM.jpeg - .11 10:44 Cash App 1:13PM Display images Ariana Posey Payment to $ArianaHurd7 $300.00 for car payment Completed,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:45:04,Screenshot/Image OCR,EX-155,Screenshot 2024-04-25 at 10.44.52ΓÇ»PM.jpeg - .11 10:44 Cash App 1:13PM Display images Ariana Posey Payment to $ArianaHurd7 $300.00 for car payment Completed,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:47:20,Screenshot/Image OCR,EX-056,Screenshot 2024-04-25 at 10.47.08ΓÇ»PM.jpeg - M Gmail D D D D D D D D D D D D [lmap]/Drafts Call log Dr Bowers Google Adwords Help Google Voice Groupon hello@amoupon.com hello@bodywraps.net hello@helowater.org hello@lovesbeauty.org hello@loveshealth.com Hyperbaric 8,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:47:20,Screenshot/Image OCR,EX-156,Screenshot 2024-04-25 at 10.47.08ΓÇ»PM.jpeg - M Gmail D D D D D D D D D D D D [lmap]/Drafts Call log Dr Bowers Google Adwords Help Google Voice Groupon hello@amoupon.com hello@bodywraps.net hello@helowater.org hello@lovesbeauty.org hello@loveshealth.com Hyperbaric 8,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:49:20,Screenshot/Image OCR,EX-057,"Screenshot 2024-04-25 at 10.49.04ΓÇ»PM.jpeg - .11 e)) 10:49 < 2021 Taxes Name venmo_statement (1) Modified Jan 17, 2022 venmo_statement (l).csv Modified Jan 17, 2022 venmo_statement (2) Modified Jan 17, 2022 venmo_statement (2) Modified Jan 17, 2022 venmo_statement ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:49:20,Screenshot/Image OCR,EX-157,"Screenshot 2024-04-25 at 10.49.04ΓÇ»PM.jpeg - .11 e)) 10:49 < 2021 Taxes Name venmo_statement (1) Modified Jan 17, 2022 venmo_statement (l).csv Modified Jan 17, 2022 venmo_statement (2) Modified Jan 17, 2022 venmo_statement (2) Modified Jan 17, 2022 venmo_statement ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:51:18,Screenshot/Image OCR,EX-058,Screenshot 2024-04-25 at 10.51.08ΓÇ»PM.jpeg - From Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd 3r d Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd 1! Keegan Hurd me Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:51:18,Screenshot/Image OCR,EX-158,Screenshot 2024-04-25 at 10.51.08ΓÇ»PM.jpeg - From Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd 3r d Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd 1! Keegan Hurd me Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd Keegan Hurd ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:54:19,Screenshot/Image OCR,EX-059,"Screenshot 2024-04-25 at 10.54.08ΓÇ»PM.jpeg - Untitled spreadsheet 1st/Last + $5k Staging 2 3 4 5 6 7 8 9 IO 11 12 13 14 15 16 10:54 x Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec $199 $285 $443 $263 $209 $285 $365 $217 $134 $154 $149 $181 $6,161 $7,992 $13,728 $",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:54:19,Screenshot/Image OCR,EX-159,"Screenshot 2024-04-25 at 10.54.08ΓÇ»PM.jpeg - Untitled spreadsheet 1st/Last + $5k Staging 2 3 4 5 6 7 8 9 IO 11 12 13 14 15 16 10:54 x Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec $199 $285 $443 $263 $209 $285 $365 $217 $134 $154 $149 $181 $6,161 $7,992 $13,728 $",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:54:52,Screenshot/Image OCR,EX-060,"Screenshot 2024-04-25 at 10.54.37ΓÇ»PM.jpeg - 10:54 Search in Drive My Drive Name 12-26-75 Modified Jun 12, 2017 2021 Taxes Modified Jan 17, 2022 Abhishek Gupta Modified Feb 4, 2020 AirBnb Modified Sep 13, 2022 Allstar Nutrition Modified Jan 5, 2021 Computers Amazin",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 22:54:52,Screenshot/Image OCR,EX-160,"Screenshot 2024-04-25 at 10.54.37ΓÇ»PM.jpeg - 10:54 Search in Drive My Drive Name 12-26-75 Modified Jun 12, 2017 2021 Taxes Modified Jan 17, 2022 Abhishek Gupta Modified Feb 4, 2020 AirBnb Modified Sep 13, 2022 Allstar Nutrition Modified Jan 5, 2021 Computers Amazin",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 23:05:49,Screenshot/Image OCR,EX-061,"Screenshot 2024-04-25 at 11.05.37ΓÇ»PM.jpeg - 11:05 < Drive Search in Docs Work offline Now you can create, open, and edit recent files on C) this device while offline. You can change this later in Docs settings. Last opened by me V Lis* n nn tel We'. t. a big, day ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 23:05:49,Screenshot/Image OCR,EX-161,"Screenshot 2024-04-25 at 11.05.37ΓÇ»PM.jpeg - 11:05 < Drive Search in Docs Work offline Now you can create, open, and edit recent files on C) this device while offline. You can change this later in Docs settings. Last opened by me V Lis* n nn tel We'. t. a big, day ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:10:08,Screenshot/Image OCR,EX-087,Screenshot 2024-04-26 at 6.09.57ΓÇ»AM.jpeg - 6:09 Navy Federal C... 3:03 AM @ NAVY FEDERAL CREDIT UNION Navy Federal Security Zone: Email for HELO I Access Whoo Hoo! Your Funds Are Available Great news! The funds you recently deposited are available now in your acc,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:10:08,Screenshot/Image OCR,EX-189,Screenshot 2024-04-26 at 6.09.57ΓÇ»AM.jpeg - 6:09 Navy Federal C... 3:03 AM @ NAVY FEDERAL CREDIT UNION Navy Federal Security Zone: Email for HELO I Access Whoo Hoo! Your Funds Are Available Great news! The funds you recently deposited are available now in your acc,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:11:24,Screenshot/Image OCR,EX-088,Screenshot 2024-04-26 at 6.11.07ΓÇ»AM.jpeg - 6:11 Jonathan Braese requests you back on the 3rd! Pleeeaze! Inbox Venmo Apr 25 Display images venmo venmo Jonathan Braese requests $22.00 I'm good for it. I'll pay you back on the 3rd! Pleeeaze! Complete Charge Venmo is,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:11:24,Screenshot/Image OCR,EX-190,Screenshot 2024-04-26 at 6.11.07ΓÇ»AM.jpeg - 6:11 Jonathan Braese requests you back on the 3rd! Pleeeaze! Inbox Venmo Apr 25 Display images venmo venmo Jonathan Braese requests $22.00 I'm good for it. I'll pay you back on the 3rd! Pleeeaze! Complete Charge Venmo is,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:11:58,Screenshot/Image OCR,EX-089,Screenshot 2024-04-26 at 6.11.46ΓÇ»AM.jpeg - 6:11 Jonathan Braese requests $22.00 - Micro+xfer - I have work tomorrow I can send 40!!! help a brother out!!! Inbox Venmo Apr 25 Display images venmo venmo Jonathan Braese requests $22.00 Micro+xfer - I have work tomor,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:11:58,Screenshot/Image OCR,EX-191,Screenshot 2024-04-26 at 6.11.46ΓÇ»AM.jpeg - 6:11 Jonathan Braese requests $22.00 - Micro+xfer - I have work tomorrow I can send 40!!! help a brother out!!! Inbox Venmo Apr 25 Display images venmo venmo Jonathan Braese requests $22.00 Micro+xfer - I have work tomor,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:13:39,Screenshot/Image OCR,EX-090,"Screenshot 2024-04-26 at 6.13.25ΓÇ»AM.jpeg - 6:13 Venmo Apr 8 Display images venmo You paid Jonathan Braese Transfer Date and Amount: - $350.00 Apr 08, 2024 PDT n Like Comment Completed via your Venmo balance. Payment D: 4041947006855657709 Invite Friends! For any ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:13:39,Screenshot/Image OCR,EX-192,"Screenshot 2024-04-26 at 6.13.25ΓÇ»AM.jpeg - 6:13 Venmo Apr 8 Display images venmo You paid Jonathan Braese Transfer Date and Amount: - $350.00 Apr 08, 2024 PDT n Like Comment Completed via your Venmo balance. Payment D: 4041947006855657709 Invite Friends! For any ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:14:25,Screenshot/Image OCR,EX-091,"Screenshot 2024-04-26 at 6.14.13ΓÇ»AM.jpeg - 6:14 You paid Jonathan Braese $21.00 Inbox Venmo Apr 2 Display images venmo You paid Jonathan Braese not Transfer Date and Amount: - $21.00 Apr 02, 2024 PDT Like Comment Completed via your Venmo balance. Payment D: 40375",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:14:25,Screenshot/Image OCR,EX-193,"Screenshot 2024-04-26 at 6.14.13ΓÇ»AM.jpeg - 6:14 You paid Jonathan Braese $21.00 Inbox Venmo Apr 2 Display images venmo You paid Jonathan Braese not Transfer Date and Amount: - $21.00 Apr 02, 2024 PDT Like Comment Completed via your Venmo balance. Payment D: 40375",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:15:38,Screenshot/Image OCR,EX-092,"Screenshot 2024-04-26 at 6.15.30ΓÇ»AM.jpeg - 6:15 You completed Jonathan Braesels $22.00 charge request Inbox Venmo Apr 20 Display images venmo Jonathan Braese charged You Micro plus transfer Transfer Date and Amount: - $22.00 Apr 20, 2024 PDT n Like Comment Paid v",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:15:38,Screenshot/Image OCR,EX-194,"Screenshot 2024-04-26 at 6.15.30ΓÇ»AM.jpeg - 6:15 You completed Jonathan Braesels $22.00 charge request Inbox Venmo Apr 20 Display images venmo Jonathan Braese charged You Micro plus transfer Transfer Date and Amount: - $22.00 Apr 20, 2024 PDT n Like Comment Paid v",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:17:50,Screenshot/Image OCR,EX-093,Screenshot 2024-04-26 at 6.17.32ΓÇ»AM.jpeg - 6:17 Label Jonathan From Attachment Top results Venmo x Apr 25 Jonathan Braese requests $22.00 -... Jonathan Braese requests $22.00... Inbox The Convention of States Team Apr 24 Here's your invitation... Jonathan's wide-,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:17:50,Screenshot/Image OCR,EX-195,Screenshot 2024-04-26 at 6.17.32ΓÇ»AM.jpeg - 6:17 Label Jonathan From Attachment Top results Venmo x Apr 25 Jonathan Braese requests $22.00 -... Jonathan Braese requests $22.00... Inbox The Convention of States Team Apr 24 Here's your invitation... Jonathan's wide-,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:18:09,Screenshot/Image OCR,EX-094,"Screenshot 2024-04-26 at 6.17.59ΓÇ»AM.jpeg - 6:17 Label Jonathan From x Attachment Reminder: Jonathan Braese requests... venmo""/> Jonathan Braese reque... Inbox Venmo Jonathan Braese requests $22.00 -... Apr 25 venmo""/> Jonathan Braese reque... Inbox The Convention",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:18:09,Screenshot/Image OCR,EX-196,"Screenshot 2024-04-26 at 6.17.59ΓÇ»AM.jpeg - 6:17 Label Jonathan From x Attachment Reminder: Jonathan Braese requests... venmo""/> Jonathan Braese reque... Inbox Venmo Jonathan Braese requests $22.00 -... Apr 25 venmo""/> Jonathan Braese reque... Inbox The Convention",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:18:27,Screenshot/Image OCR,EX-095,"Screenshot 2024-04-26 at 6.18.18ΓÇ»AM.jpeg - 6:18 Label Jonathan From Venmo .11 Attachment x Apr 20 Jonathan Braese requests $22.00 -... venmo""/> Jonathan Braese reque... Inbox Venmo Apr 20 Jonathan Braese wants to be friends... Jonathan Braese wants to be frien...",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:18:27,Screenshot/Image OCR,EX-197,"Screenshot 2024-04-26 at 6.18.18ΓÇ»AM.jpeg - 6:18 Label Jonathan From Venmo .11 Attachment x Apr 20 Jonathan Braese requests $22.00 -... venmo""/> Jonathan Braese reque... Inbox Venmo Apr 20 Jonathan Braese wants to be friends... Jonathan Braese wants to be frien...",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:18:51,Screenshot/Image OCR,EX-096,"Screenshot 2024-04-26 at 6.18.40ΓÇ»AM.jpeg - 6:18 Label 40 Jonathan From 1440 Daily Digest .11 •:D) x Attachment Apr 9 Student Debt, Huskies Win, and Volc... > Actor Jonathan Majors avoids jai... Inbox Venmo You paid Jonathan Braese $350.00 You paid Jonathan Braese",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:18:51,Screenshot/Image OCR,EX-198,"Screenshot 2024-04-26 at 6.18.40ΓÇ»AM.jpeg - 6:18 Label 40 Jonathan From 1440 Daily Digest .11 •:D) x Attachment Apr 9 Student Debt, Huskies Win, and Volc... > Actor Jonathan Majors avoids jai... Inbox Venmo You paid Jonathan Braese $350.00 You paid Jonathan Braese",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:24:37,Screenshot/Image OCR,EX-097,"Screenshot 2024-04-26 at 6.24.27ΓÇ»AM.jpeg - 6:24 Label OJI Ariana From x Attachment Check. Ariana's Email. Sincerely,... Inbox Received 4 days ago. Reply? Cash App Apr 25 You sent $300 to Ariana Posey for ca... You sent $300 to Ariana Posey To... Inbox Yahoo Apr 2",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:24:37,Screenshot/Image OCR,EX-199,"Screenshot 2024-04-26 at 6.24.27ΓÇ»AM.jpeg - 6:24 Label OJI Ariana From x Attachment Check. Ariana's Email. Sincerely,... Inbox Received 4 days ago. Reply? Cash App Apr 25 You sent $300 to Ariana Posey for ca... You sent $300 to Ariana Posey To... Inbox Yahoo Apr 2",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:25:33,Screenshot/Image OCR,EX-098,Screenshot 2024-04-26 at 6.25.25ΓÇ»AM.jpeg - 6:25 Ariana Posey Payment to $ArianaHurd7 $300.00 for car payment ArnOUnt Source Identifier To From Completed $300.00 Cash #5V496WP Ariana Posey Keegan Report Problem,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/26 06:25:33,Screenshot/Image OCR,EX-200,Screenshot 2024-04-26 at 6.25.25ΓÇ»AM.jpeg - 6:25 Ariana Posey Payment to $ArianaHurd7 $300.00 for car payment ArnOUnt Source Identifier To From Completed $300.00 Cash #5V496WP Ariana Posey Keegan Report Problem,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
POPD interview date not confirmed in local packet,Provided POPD excerpt,EX-202,"POPD reported statement excerpt - Robin stated she vaguely recalls going through her oldest son's, Elijah, phone as with all of her kids' phones. It is a rule in her home that she has all passwords on her kids' phones and she does random parental sweeps ",Reported statement aligns with evidence of screenshot/PDF transmission but must be verified against official POPD/Axon source.,Not independently verified from a local POPD report/audio file in this packet.,Obtain official POPD supplement and Axon Capture audio/video.
